करिव ५० लाख युवा अहिले पनि भारतलगायत् खाडी मुलुकसहित विश्वभर रोजगारीका लागि अलमलिएका छन्।	-1
दैनिक एक हजार सात सय भन्दा युवाशक्ति श्रमका लागि मुलुक छाडिरहेका छन्।	-1
राजनीतिप्रति उसको वितृष्णा बढिरहेको छ।	0
यो सरल देखिन्छ तर यसले निम्त्याउने जोखिम भयानक छन्।	-1
राज्यका लागि दक्ष शक्ति मुलुक छाडेर जानुले विकासका काममात्र होइन हाम्रो समृद्ध मुलुक बनाउने चाहना पनि कमजोर बन्दै जान्छ।	-1
लाखौं युवा मुलुकभित्र बेरोजगारीको समस्यामा भौतारिइरहेका छन्।	-1
नेपाली युवाको भविष्य निर्धारण युवा आन्दोलनको सही प्रयोग र समुन्नत नेपालको कल्पनाका लागि युवा अभियानलाई तीव्रता दिनु आवश्यक छ।	0
युवा अब आन्दोलनमा मात्र सीमित नभएर व्यावहारिक क्षेत्र र आउने युवा पिढीका लागि गतिलो नजिर बन्न सक्नुपर्ने योजना तर्जुमा सहित कार्यान्वयनको पाटो बलियो हुनुपर्छ।	1
जसले आफ्नै मुलुकमा अवसरको प्रचुर सम्भावनाको विकास होस् र नयाँ पुस्ताले अघिल्लो पुस्ताका युवालाई गलत सावित गर्न नपाऊन्।	1
लेखक युवा संघ नेपालका महासचिव हुन्।	0
अनिर्णयको बन्दीमा देश फसेको छ।	-1
राजनीतिक शक्ति बहुकेन्द्रहरुमा ध्रुवीकृत हुनु यसको कारण होे।	0
परिस्थितिले ती शक्तिलाई एउटा केन्द्रमा ध्रुवीकरण नगरेसम्म देश यस्तै गोलचक्करमा परिरहन्छ।	-1
जिम्मेवार दलका नेतृत्वले सबै वर्ग र समुदायको भावना र आकांक्षालाई सम्बोधन गर्न असफल हुनुको कारण नै ती विभिन्न शक्ति निर्माण भए।	-1
यो क्रम अझै जारी छ।	0
यसले गर्दा यहाँ कसैले न कसैलाई निषेध गर्न सक्छ न निर्णायकरूपले अगाडि बढ्न सक्छ।	0
राष्ट्रिय सहमति मात्रै अगाडि बढ्ने एकमात्र विकल्प हुँदाहँुदै पनि जिम्मेवार दलहरुले मुलुकलाई निकास दिनका लागि राजनीतिक कौशलता प्रदर्शन गर्न सकिरहेको छैन।	0
हरेक दलले सत्तालाई मात्र अर्जुन-दृष्टि लगाएका हँुदा यसको अन्य घातक सम्भावित परिणाम दृष्टिगोचर गर्न भ्याएका छैनन्।	0
दलहरुले आफ्नोजीवन-मरण कुर्सीमै देखेका छन्।	0
मुलुक सरकार पक्ष र विपक्षीबीचको टकरावमा छ।	0
यो सरकार हट्नुपर्छ भन्ने विपक्षीको माग र अर्को पक्ष यही सरकारको निरन्तरता हुनुपर्छ भन्ने जीकिरमा लागेकाले सहमतिमा ढिलाइ भइरहेकोछ।	-1
हुन पनि यो सरकार यस्तो परिवेशमा छ कि यसलाई हटाउने र टिकाउनेमा सबैको मत बाझिन सक्छ।	0
जसले जसरी स्वार्थअनुकूल व्याख्या गरे पनि हुन्छ।	0
यसो भएको हुँदा यो सरकारलाई कानुनी प्रकृयाबाट हटाउने आधार भेट्टाउन सकिन्न।	0
विपक्षीहरुको अनुनय-विनयले त झन् यो सरकार हट्ने नै भएन।	0
राष्ट्रपतिलाई यो सरकार बर्खास्त गर्न लगाउने कुरा त झन शोभनीय नै हँुदैन।	0
त्यो बुद्धिमता पनि होइन किनकि राष्ट्रपतिलाई त्यो गर्न लगाउनु त प्रजातान्त्रिक गणतन्त्रको मूल्य र मान्यता विपरित हो।	-1
राष्ट्रपतिलाई त्यो गर्न उक्साउनु भनेको प्रजातन्त्रका लागि यतिको लामो हाम्रो संघर्षको साख गिराउनु हो।	-1
त्यसमा पनि प्रजातन्त्रलाई खम्बा ठान्ने कांग्रेसजस्तो पार्टीले कु जस्तो कुरालाई प्रत्सोहन गर्छ भन्ने कुरा पत्याउन पनि सकिन्न।	0
अहिले त हामीले प्रजातान्त्रिक मूल्य र मान्यताअनुसारको प्रणालीको संस्थागत विकास गर्नु छ।	1
जाबो एउटा मुसो मार्न घर नै भत्काउनुपर्छ भन्ने होइन।	0
बाबुरामको सरकार हटाउने हो तर कु गर्न लगाएर प्रजातान्त्रिक मूल्य र मान्यताको हँुदै गरेको संस्थागत विकासलाई चिमोट्नु राम्रो हुन्न।	-1
यस्तो अवस्थामा यो सरकार विस्थापित हुने आधारगत विकल्प तीनवटा छन्- बाबुराम भट्टराई स्वयमले दिने राजीनामा विपक्षीको सडक संघर्ष र शर्तीय नैतिक संकटीकरण।	0
वर्तमान प्रम भट्टराईले परिस्थितिलाई आंकलन र आफैं बुझेर राजीनामा दिए यो सबैभन्दा उत्तम विकल्प हो।	0
यो भए अहिले विपक्षीहरुले तय गरेको अर्को सरकार गठन हुन सक्छ।	0
फेरि यसका लागि भट्टराईले राजीनामा दिएरमात्र हुन्न उनी र उनको दलले बन्ने नयाँ सरकारलाई समर्थन पनि दिनुपर्छ।	0
अनिमात्र सोचेको राष्ट्रिय सहमति हुन्छ।	0
राजीनामाचाहिँ दिने फेरि नयाँ गठन हुने सरकारलाई असहयोग गर्ने हो भने त्यसले पनि राजनीतिक सहमति हुन्न।	-1
अर्को वर्तमान सरकारलाई हटाउन विपक्षीहरुका लागि विकल्प भनेको सडक संघर्ष हो।	0
यो अलि कडा प्रकृतिको विकल्प हो।	0
सरकारी रवैयाका आधारहरु देखाएर व्यापकरूपमा जनतामाझ जानुपर्ने हुन्छ।	0
यो सरकारको विरुद्धमा जनसमर्थन र जनदबाब सृजना गर्न सक्नुपर्छ।	0
यसका लागि विपक्षीहरु योग्य छन् वा छैनन् त्यसैमा भर पर्छ।	0
सरकारविरुद्ध ओर्लने जनलहरले ऊमाथि दबाब सृजना हुनसक्छ।	0
सरकार टिकिरहने आधारहरु गुम्न सक्छ।	0
सरकार आफै नाङि्गन पुग्छ।	0
तर यसका लागि विपक्षीहरुसँग जनतालाई सडकमा ल्याउने जनमुखी नारा र प्रतिज्ञा हुनुपर्छ।	0
सिर्फ कुर्सीमा बसेको एउटा व्यक्तिलाई हटाएर अर्को त्यस्तै व्यक्तिलाई ल्याउनका लागिमात्र विपक्षीको आन्दोलन हो भन्ने भान जनतामा पर्नुहँुदैन।	0
सडक संघर्ष र आन्दोलन भनेको एउटा आवधिक सरकार परिवर्तनका लागि होइन सिंगो व्यवस्थामा सारगर्भिक परिवर्तन ल्याउन पनि हो।	0
यसमा विपक्षीलाई जनताले साथ दिने/नदिने कुराले भर पर्छ।	0
अर्को विकल्प भनेको शर्तीय नैतिक संकटीकरणको सिद्धान्त हो।	0
यो आफूसँग निर्णायक शक्तीय हैसियत नहुँदाको अवस्थामा अवलम्वन गरिने एउटा विकल्प हो।	0
यो सिद्धान्तअनुसार अर्को पक्षले तेर्साएका केही सर्त पूरा गरिदिएर एक पक्षले अर्को पक्षमाथि नैतिक संकट सृजना गरिदिने नीति हो।	0
कुनै एक पक्षले अर्को पक्षसँग माग राख्दामाग पूरा गरिदिनुपर्ने पक्षले सर्त राखिदिन्छ।	0
यसको नियत माग पूरा नगरिदिनु नै हो।	0
तर सरकारले जति सर्त राख्छ त्यो सर्तलाई रणनीतिकरूपले एक निश्चित बिन्दुसम्म स्वीकार्दै जानुपर्छ भन्ने यसले मान्यता राख्छ।	0
यसरी माग पूरा गरिदिने पक्षले राखेको सर्तको शृंखलालाई एकपछि अर्को गर्दै रित्याइदिँदा एक त्यस्तो विन्दुमा पुगिन्छ जहाँ अरु सर्त रहन्नन् र सर्त राख्ने पक्षविरुद्ध ठूलो नैतिक संकट सृजना हुन्छ।	0
त्यो पक्षमाथि नैतिक संकट र आधारहरु गुम्दै गएर नांगिने अवस्थामा जान्छ भने उता सर्त पूरा गरिदिने पक्षसँग मनोबल र लक्ष्य प्राप्त गर्ने परिस्थितीय आधार बन्दै जान्छ।	0
यही सिद्धान्तअनुसार बर्माकी आङसान सुकी खुल्लरूपमा आइरहेकी छिन्।	0
)हिजो सरकार पक्षले विपक्षीहरुलाई प्रधानमन्त्रीको साझा उम्मेदवारी ल्याउ भनेका थिए।	0
त्यो सर्तको आसय सरकारबाट नहट्ने नै थियो किनकि प्रमका लागि साझा उम्मेदवार विपक्षीले तत्काल दिन सक्दैन भन्ने अनुमान सरकार पक्षसँग थियो।	-1
तर अहिले त्यो सर्त काम नलाग्ने भो किनकि विपक्षीले साझा उम्मेदवार भनेर प्रमका लागि कांग्रेसका सुशील कोइरालालाई अघि सारेका छन्।	0
अहिले फेरि बाबुरामहरुले अर्को सर्त तेर्साएका छन्।	0
प्याकेज सहमति नभइ सरकार नछाड्ने भनेका छन्।	0
यो सरकारको आयु लम्ब्याउनु नै हो।	0
यो सर्त विपक्षीहरुले सहजै स्वीकार गर्दैनन् र उनीहरु संविधान सभाको निर्वाचन संघीयता समानुपातिक र धर्मनिरपेक्षता विरोधी हुन् भन्ने सन्देश जनतामा जाउन् भन्नका लागि यस्तो प्याकेज सहमतिको सर्त आएका हुन्।	-1
हुन त यो माओवादीले भनेको प्याकेज सहमतिको सर्त कांग्रेस-एमालेका लागि आपत्तिको कुरा होइन।	0
त्यसो भएको हँुदा यस प्याकेज सहमतिको सर्तमा पनि विपक्षीहरुले स्वीकार गरिदिनु आत्मघात होइन।	0
यो पछि पनि फेरि अर्को सर्त राख्छ भने सरकारले ठूलो नैतिक आधार गुमाएको हुनेछ।	0
त्यो बेला विपक्षीहरुले मात्र होइन सारा जगतले सरकार नै पाखण्डी भएको ठोकुवा गर्ने आधार पाउँछ।	0
यो बेला विपक्षी होइन माओवादी नै सत्तापिपासु भएको मान्न बल मिल्छ।	-1
सहमतिको नाम जप्दै सत्र पटकसम्म प्रधानमन्त्रीको असफल निर्वाचनमा निसंकोच सहभागी हुन सक्ने राजनीतिज्ञलाई पाँचौ पटकको म्याद थपले लज्जा हुनुपर्ने हो।	-1
सत्र पटकसम्म प्रधानमन्त्रीको निर्वाचनमा नथाक्ने नेताहरू सर्वोच्च अदालतले तटस्थ बस्न नपाउने भनी आदेश दिएपछि मात्रै निकास निकालेको सन्दर्भ पुरानो भएको छैन।	0
त्यतिबेला माओवादी अध्यक्ष पुष्पकमल दाहालले आफ्नो प्रधानमन्त्री पदको उम्मेदवारी त्याग्दै एमाले अध्यक्ष झलनाथ खनाललाई प्रधानमन्त्री बनाएका थिए।	0
तैपनि एमालेमा भने यो घटनाले हलचल नै ल्याएका थियो।	0
माओवादीको साथ र सहयोगमा बनेको खनाल सरकारलाई हटाएर आफ्नै पार्टीका नेता बाबुराम भट्टराईलाई सत्ताको साँचो दिने रणनीतिकार पनि दाहाल नै थिए।	0
रातरातभर मधेसी मोर्चासँग वार्ता गरेर ४ बुँदे सहमति गर्दै मधेसी दलहरूको सहयोगमा बनेको भट्टराई सरकारले १५ महिना राज गरिसकेको अहिलेसम्मको अवस्थालाई सामान्य आँक्न मिल्दैन।	0
राजनीतिक घटनाक्रमहरूले संकेत गर्दैछन् अहिले पनि बाबुरामको सत्ता मधेसी मोर्चाले थामिरहेको छ।	0
संविधान सभा विघटनका राजनीतिक प्रपञ्चपछाडि मोर्चाको भूमिका कस्तो थियो?	0
बाबुरामलाई सत्तासिन भइरहन अप्ठेरा परिस्थितिहरूमा मोर्चाले कसरी काँध थापेको थियो?	0
मसिनोसँग केलाउन आवश्यक हुन्छ।	0
आपसमा चरम विभाजित भएका मधेसी दल सत्ता राजनीतिमा एकाकार भइरहन सक्नुका पछाडिको विशेषता सामान्यखाले छैनन्।	0
त्यसैले त्यही मोर्चाको बलमा टिकेको बाबुराम सरकार ढालेर कांग्रेसका सुशील कोइरालालाई स्थापना गर्न सहज छैन्।	0
१५ महिनाअघि बाबुरामलाई प्रधानमन्त्री बनाउन बनेको मुलुकका प्रमुख राजनीतिक पार्टीहरूको राजनीतिक समीकरणमा अहिलेसम्म कुनै परिवर्तन देखिँदैन।	0
माओवादी र मधेसी मोर्चा एकातर्फ र कांग्रेस एमाले अर्कोतर्फ रहेकोे अवस्था ज्युका त्युँ छ।	0
यो अवस्थामा सुशील कोइराला र उनलाई समर्थन गर्ने एमालेले अहिलेको सत्ता समीकरणमा परिवर्तन नभई बाबुरामले छाड्ने छैनन् भन्ने बुझ्न आवश्यक छ।	0
सुशीललाई सत्तामा स्थापित गराउन खोजेकै हो भने कांग्रेस-एमालेले पुष्पकमल दाहालसँग हारगुहार गर्न छाड्नुपर्छ।	-1
'बाबुरामलाई मनाउन सकिन' भन्ने दाहालको लोलोपोतोमा विश्वास गरेर बाबुरामलाई मात्रै दोष थोपर्ने प्रवृति पनि त्याग्नुपर्छ।	-1
बरू उनीहरूले माओवादी-मधेसी मोर्चाबीचको समीकरण तोड्न सक्ने क्षमता राख्नुपर्छ।	0
राष्ट्रपतिले दिएको पाँचौ पटकको म्यादका घटनाक्रम केलाउँदा के देखिन्छ भने कांग्रेस र एमालेका नेताहरूले मधेसी मोर्चालाई फकाउन सकिरहेका छैनन्।	0
अर्थात् एक हिसावले भन्ने हो भने मधेसी मोर्चालाई आश्वस्त पार्न उनीहरू असफल भएका छन्।	-1
कांग्रेस एमाले र मधेसी मोर्चाबीच दुईपक्षीय र बहुपक्षीय छलफलसमेत हुन सकेका छैनन्।	0
उता बाबुराम भने टाढिँदै गएका उपप्रधानमन्त्री विजयकुमार गच्छदारलाई समेत आफ्नो पक्षमा पार्न सफल भएका छन्।	1
भइरहेको समीकरण नभत्किई नयाँ सरकार बन्न नसक्ने अवस्थालाई ध्यानमा राख्दा आउँदो शनिबारसम्ममा नयाँ सहमतिको सम्भावना देखिँदैन।	0
शनिबारपछि के हुन्छत?	0
राजनीतिको अह्म प्रश्न यही हो।	0
के राष्ट्रपतिले कठोर कदम चाल्छन्?	0
अहिलेसम्म राष्ट्रपतिले सहमतिका लागि पटक-पटक थपेका म्यादको कसीमा उनी लचिलो भएर प्रस्तुत भएका छन् र दललाई गलाउँदै लग्ने रणनीतिमा देखिन्छन् ।	0
पाँचौ पटकको म्याद थपसँगै राष्ट्रपतिले ५ दिने म्यादमा दलबीच गहन छलफल गर्ने सूचना राष्ट्रपति कार्यालयबाट प्रेषित भएको छ।	0
